series_id,value,date,value_10yravg,sd_10yravg,value_1yravg,sd_1yravg,zscore_10yravg,zscore_1yravg
LES1252881600Q,365,2024-01-01,356.3,13.49173416415779,366.3333333333333,2.309401076758503,0.6448392692996022,-0.5773502691896176
LES1252881600Q,365,2024-02-01,356.55,13.371140376122868,366.4166666666667,2.2343733444579583,0.6319580650794254,-0.6340331038143305
LES1252881600Q,365,2024-03-01,356.8,13.244691341797882,366.5,2.15322168769582,0.6191159754793418,-0.696630546019236
LES1252881600Q,368,2024-04-01,357.1166666666667,13.051406655463406,366.75,2.137330535547045,0.8338820190525202,0.584841688831281
LES1252881600Q,368,2024-05-01,357.43333333333334,12.847347653764752,367,2.088931871468374,0.8224784563660683,0.47871355387816905
LES1252881600Q,368,2024-06-01,357.75,12.63199219801676,367.25,2.0056737702645644,0.8114317867936353,0.3739391775069527
LES1252881600Q,371,2024-07-01,358.0416666666667,12.529223542463866,367.6666666666667,2.229281716090851,1.03424871377026,1.4952499315243428
LES1252881600Q,371,2024-08-01,358.3333333333333,12.418699192582705,368.0833333333333,2.3532698077098573,1.0199672663165948,1.2394102270428191
LES1252881600Q,371,2024-09-01,358.625,12.300210082239525,368.5,2.393172105652397,1.0060803772667644,1.0446386175466813
LES1252881600Q,375,2024-10-01,358.95,12.212302654882649,368.9166666666667,3.028901190901153,1.3142484635019258,2.0084291133721046
LES1252881600Q,375,2024-11-01,359.275,12.114969211335069,369.3333333333333,3.498917581542075,1.297981012224721,1.6195484845256687
LES1252881600Q,375,2024-12-01,359.6,12.007980539568486,369.75,3.8641710859922056,1.282480426184417,1.358635495988127
LES1252881600Q,373,2025-01-01,359.8666666666667,11.946613270188793,370.4166666666667,3.6545944516540554,1.0993352707001771,0.7068727782268994
LES1252881600Q,373,2025-02-01,360.1333333333333,11.878894024668279,371.0833333333333,3.287948609787881,1.0831535865163153,0.5829369294157969
LES1252881600Q,373,2025-03-01,360.4,11.804713486747643,371.75,2.70100991213556,1.0673702512259358,0.4627898603347533
